,x,y,aspect,awc,clay,Dis_habitat_suitable_1,Dis_habitat_suitable_2,Dis_habitat_suitable_3,distance_bridleway,distance_cycleway,distance_footway,distance_motorwayandlink,distance_path,distance_pedestrian,distance_primaryandlink,distance_residentil,distance_secondaryandlink,distance_steps,distance_tertiaryandlink,distance_trunkandlink,distance_unclassified,elev,fpc.corrected,group,habit0pc,habit1,habit1pc,habit2,habit2pc,habit3,habit3pc,hpop,lot_density,nitro,rain,roadk,s1_residential_dist,s1_secondry_dist,s1_unclassified_dist,s2_residential_dist,s2_secondry_dist,s2_unclassified_dist,s3_residential_dist,s3_secondry_dist,s3_unclassified_dist,sbd,temp,tpo,twi,presence_1,Presence_2,presence_0
924,509330,6988598,86.42130142,13.5960419,19.27233501,2828.427246,2828.427246,18788.29492,27730.84925,1000,1414.213562,8246.211251,1414.213562,20518.28453,1000,0,0,1000,0,15264.33752,0,2.153415486,124.2421605,1,100,2672.424886,0,2882.324866,0,13764.22116,0,1142.618221,920,0.151250812,20,14.56183356,4000,2000,2000,2828.427125,2000,2000,13414.21356,13414.21356,13414.21356,1.008837291,20,0.040972969,9.259966213,1,0,0
1218,500330,6984598,80.72675029,14.02973043,15.88118439,5000,5099.019531,8944.271484,20000,1000,0,1414.213562,3162.27766,12083.04597,1000,0,0,1000,0,9055.385138,1414.213562,21.85610755,128.257052,2,100,988.0580225,0,962.6065495,0,6071.273648,0,2072.945662,822,0.151351352,20,20.31916764,1414.213562,1414.213562,1000,1414.213562,1414.213562,1000,5242.640687,5242.640687,5242.640687,1.015536871,20,0.042297581,8.362768008,1,0,1
3768,489330,6951598,121.7361516,13.58341444,22.43132776,2828.427246,8485.28125,2236.067871,8246.211251,1000,1000,4000,3605.551275,5000,0,0,1414.213562,5830.951895,1414.213562,12000,1000,15.60868947,145.8589683,1,97,138.4659244,1,3261.499135,0,749.737868,0,155.4233554,89,0.151578828,20,16.70753613,2414.213562,0,0,3828.427125,3414.213562,3414.213562,5828.427125,1000,1000,1.065038295,20,0.059130587,8.656490094,1,0,0
4903,469330,6939598,112.8096974,14.37335509,21.20299433,3162.277588,5000,2000,23409.39982,8062.257748,2236.067977,5000,8602.325267,8602.325267,5000,0,1000,10198.03903,1000,0,1000,41.15016362,116.2061046,1,100,906.9264468,3,242.7392424,0,2655.502086,0,160.8745092,49,0.151732112,19,0.664004276,1000,0,0,2000,2000,2000,1414.213562,1414.213562,1414.213562,1.082370614,19,0.050764447,9.352683943,1,1,0
3455,445330,6954598,332.9628534,14.92817145,21.30681708,9486.833008,11313.70898,4123.105469,32015.62119,27892.65136,18439.08891,4472.135955,30083.21791,32062.43908,16278.8206,6082.76253,4000,19104.97317,3000,27784.88798,12041.59458,123.4375913,139.3169578,1,98,4744.169137,0,3420.065418,0,268.5921939,3,219.1720782,133,0.151936708,19,0,5000,5000,5000,2828.427125,2828.427125,2828.427125,0,0,0,1.117965382,19,0.066171211,9.003161684,0,1,0
1146,503330,6985598,245.3728234,13.69121769,14.61057331,4123.105469,3605.55127,12083.0459,22671.5681,2236.067977,1414.213562,2000,4472.135955,14422.2051,1414.213562,0,2828.427125,2236.067977,1000,10198.03903,1414.213562,17.39758826,159.1182568,1,99,241.6718419,0,167.4373252,1,7128.998753,0,1094.896413,689,0.151987244,20,4.774949456,1414.213562,0,0,3000,0,0,7828.427125,7828.427125,7828.427125,1.030122416,20,0.031621806,7.918390788,1,0,1
3953,488330,6949598,134.1203196,13.22902998,20.92639819,5000,8062.257813,0,10440.30651,2236.067977,0,3000,4472.135955,7211.102551,1000,0,2236.067977,7071.067812,1000,11000,1000,50.43618952,145.7387255,1,100,138.4659244,0,1109.797461,0,21.80679627,19,943.3692258,514,0.152191356,19.97310579,9.218099896,1414.213562,1000,1000,4000,1000,1000,3414.213562,0,0,1.035645115,19.97310579,0.048541224,7.588670843,1,1,0
4823,489330,6940598,138.8387353,13.94817515,20.60028329,1414.213623,4000,2236.067871,18681.54169,1414.213562,1414.213562,2236.067977,6708.203932,13601.47051,7615.773106,0,0,3162.27766,0,2000,1000,59.80424979,133.5252984,1,100,500.0811434,0,1181.868433,0,1135.41174,0,406.4323896,640,0.15284084,18.97266084,3.07366836,1000,1000,1000,1000,1000,1000,1000,1000,1000,1.068312989,18.97266084,0.037966946,8.500763809,1,0,0
1142,499330,6985598,135.8197652,13.80127119,19.42859726,4123.105469,4000,8602.325195,20248.45673,0,0,1414.213562,2828.427125,12649.11064,0,0,0,2236.067977,0,10198.03903,0,23.86954809,152.1389615,3,100,988.0580225,1,333.9409245,0,2849.87507,0,1983.124562,1056,0.152934227,20,18.748552,2000,1000,1000,2000,1414.213562,1000,3828.427125,3828.427125,3828.427125,1.035250216,20,0.036651981,8.237552478,0,0,1
1136,493330,6985598,151.7651729,13.87912404,14.06018833,2236.067871,6000,4242.640625,17720.04515,4123.105626,3162.27766,7071.067812,4472.135955,12165.52506,3605.551275,1000,4000,4472.135955,2236.067977,12806.24847,2828.427125,41.45309307,140.2448207,1,99,878.1784419,5,1030.935956,1,2699.960886,0,24.81603442,88,0.153121348,20,0,0,0,0,0,0,0,2828.427125,1414.213562,1414.213562,0.968406348,20,0.037368897,6.799308402,1,0,0
5630,496330,6932598,87.00230383,13.89504774,15.51538929,5000,3605.55127,4123.105469,26019.22366,6708.203932,6708.203932,7810.249676,6708.203932,22803.5085,9219.544457,0,2236.067977,8062.257748,1000,7810.249676,2236.067977,80.26011288,136.3486127,1,100,1347.418165,0,621.4297004,7,599.5869218,5,106.1622418,75,0.153205338,19,7.322856873,2828.427125,1000,1000,2828.427125,0,0,3828.427125,0,0,1.020531802,19,0.032244794,7.847341168,1,0,0
4899,465330,6939598,98.74733661,14.44119441,22.00285902,1414.213623,1000,3605.55127,25059.92817,10630.14581,5000,9000,11401.75425,12083.04597,8602.325267,4000,2000,6324.55532,2236.067977,4000,1414.213562,49.86062351,119.7267513,3,100,736.7129306,0,1142.085871,0,2383.589388,0,2.49688345,15,0.153452587,19,5.700845215,1000,1000,1000,1000,1000,1000,1414.213562,1414.213562,1414.213562,1.094750549,19,0.046210126,7.849055057,1,0,0
5600,466330,6932598,88.90358087,14.22172061,28.42227924,6000,1000,2828.427246,31016.12484,15652.47584,9848.857802,10630.14581,16124.5155,15620.49935,8246.211251,7615.773106,8544.003745,11401.75425,4000,7615.773106,1414.213562,49.14781148,120.5479831,3,100,908.6939439,0,244.7167739,19,777.6312748,2,8.955335087,15,0.153980919,19,0,2000,2000,2000,0,0,0,0,0,0,1.084088439,19,0.054586592,7.997509589,1,0,1
1427,496330,6981598,140.5241239,14.17686619,20.75293609,1414.213623,8544.003906,4123.105469,15264.33752,1414.213562,0,5000,2236.067977,8062.257748,2000,0,1000,2236.067977,0,7810.249676,2000,14.9681296,128.9044549,1,100,1678.05843,0,2566.725513,0,3035.259876,0,1227.191553,862,0.154703419,20,7.665552144,3828.427125,1000,1000,3828.427125,2828.427125,3828.427125,4414.213562,2414.213562,2414.213562,1.022550517,20,0.051474136,10.83357767,0,1,1
6601,467330,6922598,201.2342609,14.99974107,21.54296652,6082.762695,5000,8062.257813,40261.64428,24738.63375,18788.29423,18384.77631,25000,23769.72865,6324.55532,13601.47051,16278.8206,20615.52813,14000,17000,7211.102551,51.6262829,118,1,100,543.3434036,5,3389.551368,0,1457.492523,0,117.0208262,22,0.154738742,19,0,0,0,0,3414.213562,3414.213562,3414.213562,1000,1000,1000,1.079732606,19,0.047326359,8.035155566,0,0,0
4881,447330,6939598,187.0539197,15.61441669,22.35013356,5385.165039,5385.165039,2236.067871,37013.51105,26248.8095,12165.52506,11704.69991,27892.65136,29427.87794,21633.30765,6708.203932,9219.544457,12165.52506,9000,22000,11661.90379,90.36524342,130.6249623,1,100,721.6700419,0,1925.528644,0,657.4575086,0,54.41899889,99,0.154911775,18.00591605,0,1414.213562,1414.213562,1414.213562,3000,3000,3000,1414.213562,1414.213562,1414.213562,1.114502857,18.00591605,0.044746447,8.295957824,0,1,0
5110,476330,6937598,75.74557912,13.61785671,18.39834569,5000,5000,1000,24020.8243,9486.832981,2000,2000,9219.544457,7000,2000,1000,3000,16124.5155,0,0,2236.067977,85.48260887,137.5963582,1,83,760.7706887,2,1320.216049,0,132.6763643,22,13.37143649,16,0.154986081,19,6.44883011,0,0,0,1000,1000,1000,0,0,0,1.105722481,19,0.057193959,10.10147304,0,0,0
4900,466330,6939598,184.8833636,14.72470675,21.94374973,1000,2000,2828.427246,24596.74775,9899.494937,4472.135955,8000,10630.14581,11180.33989,7810.249676,3000,2000,7280.109889,2828.427125,3000,2236.067977,39.40771124,128.2657328,1,100,1881.165523,0,1639.028704,0,1814.263937,0,2.502918453,17,0.155343732,19,3.633123535,1000,1000,1000,2000,2000,2000,1000,1000,1000,1.085617237,19,0.052287087,8.961011676,1,0,0
2126,498330,6971598,136.6676426,13.66686527,21.00401271,3162.277588,4472.135742,1000,8062.257748,0,0,5000,1000,3605.551275,0,0,0,0,1000,3162.27766,0,49.77280469,138.755696,1,96,343.7349829,0,1362.167226,0,8.274852324,4,1593.290794,716,0.155579586,19.97531477,16.59488125,2000,1000,1000,6828.427125,2000,2000,2000,1000,1000,1.050963402,19.97531477,0.039550879,8.83755429,1,0,0
1429,498330,6981598,142.2366774,14.01616375,24.64726969,1414.213623,7071.067871,6082.762695,16401.21947,0,0,3000,2236.067977,8544.003745,0,0,2000,2000,0,6708.203932,0,16.57752088,120,2,100,1678.05843,0,2190.596464,0,5004.409449,0,1768.921692,678,0.15595634,20,15.90994655,2000,1000,1414.213562,2414.213562,2000,2414.213562,6414.213562,4414.213562,4414.213562,0.981209644,20,0.054628176,10.33844607,1,1,0
5013,479330,6938598,142.4358992,14.24331408,16.32750386,5830.95166,6000,1414.213623,23086.79276,10000,3162.27766,2236.067977,9433.981132,6708.203932,4472.135955,0,2236.067977,13038.40481,0,1414.213562,0,61.47274688,124.5911037,1,96,1446.325164,0,3175.189614,0,299.8188616,4,202.7003551,484,0.156442301,18.94820065,7.335222106,1414.213562,1414.213562,1414.213562,3000,3000,3000,1000,0,1000,1.065136194,18.94820065,0.058442511,8.886094961,0,0,1
548,499330,6993598,85.38242008,13.59241491,15.46261432,2828.427246,1000,10049.87598,25495.09757,3000,2000,1000,3605.551275,20396.07805,1000,1000,1000,4123.105626,1000,18110.77028,1000,15.533333,139.5038059,1,41,343.9552148,13,4.026567143,46,8087.262267,0,232.3834696,34,0.156454328,20,0,0,0,0,0,0,0,7242.640687,7242.640687,7242.640687,1.029401544,20,0.027288464,9.842417552,1,1,0
1357,495330,6982598,66.50106433,13.49086093,19.49006607,2000,8062.257813,3605.55127,15652.47584,2000,0,6000,2236.067977,9000,1414.213562,0,1414.213562,2236.067977,0,9219.544457,2236.067977,18.26738153,148.921397,2,100,120.3575376,0,2443.419071,0,619.6237174,0,802.8954024,518,0.156928512,20,5.815730724,3000,0,0,3828.427125,3414.213562,3828.427125,3000,1000,1000,1.045134593,20,0.044897174,9.428668132,1,1,1
5295,461330,6935598,73.71911778,14.31759834,23.74987712,2828.427246,1000,1414.213623,30528.67504,16278.8206,6324.55532,13601.47051,17029.38637,17492.85568,13000,6082.76253,3605.551275,6324.55532,1000,8944.27191,2236.067977,80.36612892,119.1672871,3,97,1597.593297,0,293.7484415,28,1.612977505,1,8.114928444,7,0.156968527,19,0,1000,1000,1000,0,0,0,0,0,0,1.107718433,19,0.046028552,8.656794917,1,0,0
1492,493330,6980598,274.748607,13.69688249,22.11287997,1000,7211.102539,1000,13000,0,1000,8000,4472.135955,7280.109889,4000,0,1000,4123.105626,0,9433.981132,2000,46.11141481,130.3853093,1,100,8.52109645,12,735.5176842,0,620.6427908,0,1156.499455,468,0.157128085,20,12.39340402,1414.213562,0,0,5000,4242.640687,1000,2000,1000,1000,0.991225996,20,0.03953631,7.508301949,0,1,0
4901,467330,6939598,246.3982843,14.70423267,23.33309893,1414.213623,3000,2236.067871,24166.09195,9219.544457,3605.551275,7000,9899.494937,10295.63014,7000,2000,2000,8246.211251,2236.067977,2000,2236.067977,41.76749521,110,1,100,1881.165523,0,1639.028704,0,1814.263937,0,23.81158786,11,0.157237945,19,0,1000,1000,1000,2414.213562,2828.427125,2414.213562,1414.213562,1414.213562,1414.213562,1.103070494,19,0.045435056,10.751524,1,1,0
1141,498330,6985598,61.0481578,13.8827739,18.91238167,3162.277588,4123.105469,7810.249512,19723.08292,0,1000,2236.067977,2236.067977,12369.31688,0,0,0,2000,0,10440.30651,1000,34.9496473,132.0286635,1,100,40.43089137,2,333.9409245,4,2849.87507,0,1423.70945,904,0.157607462,20,15.57798656,1414.213562,1000,0,1414.213562,1000,0,2828.427125,2828.427125,2828.427125,1.029938497,20,0.036134294,8.077783125,1,1,0
1065,498330,6986598,84.43738161,13.97815809,17.82834023,3000,3162.277588,8485.28125,20591.26028,1000,1414.213562,2000,3162.27766,13341.66406,1000,0,1000,3000,0,11401.75425,1000,35.5525218,140.4755863,2,100,40.43089137,0,882.9499742,1,2849.87507,0,1423.70945,978,0.158285807,20,5.708504027,1000,1000,1000,1000,0,0,2414.213562,2414.213562,2414.213562,1.032166015,20,0.036684347,9.20764861,1,1,1
4529,491330,6943598,101.0721813,13.46379593,17.49679425,2236.067871,3162.277588,1000,15297.05854,2000,1000,2000,4000,12041.59458,6403.124237,0,0,4123.105626,0,5000,0,38.14947599,144.7895652,1,100,126.121257,1,197.2602307,5,81.47205187,0,687.9488699,370,0.158493096,19,9.379706209,2414.213562,1000,1414.213562,1414.213562,1000,1414.213562,2828.427125,1000,1414.213562,1.072789413,19,0.042275435,9.222778811,0,1,1
1217,499330,6984598,176.9563705,13.30699404,18.11099313,4000,5000,8062.257813,19416.48784,1000,1000,2236.067977,2236.067977,11704.69991,1000,0,0,1414.213562,0,9219.544457,1000,26.48944141,112.522564,1,100,988.0580225,0,333.9409245,7,4493.740096,0,2145.685424,499,0.15869483,20,10.32249188,1000,1000,1000,1000,1000,0,4242.640687,4242.640687,4242.640687,0.997490688,20,0.049960549,7.245060365,1,1,0
4126,473330,6947598,252.8712074,14.04292162,17.29405935,5830.95166,12041.59473,7071.067871,14560.21978,1000,0,1414.213562,1414.213562,3605.551275,1000,0,1414.213562,15231.54621,1000,7280.109889,1000,58.88191773,147.6661298,1,100,840.9953623,0,4151.622888,0,518.3862868,26,590.5530707,499,0.158823252,19,5.499443356,1414.213562,1000,1000,4828.427125,4242.640687,4242.640687,1414.213562,0,0,1.095714597,19,0.053414816,8.845918555,1,1,0
4333,490330,6945598,90.33779705,13.22021875,19.13177184,4000,5000,1000,13601.47051,1000,1000,0,5385.164807,10198.03903,4472.135955,0,0,6082.76253,0,7000,0,15.09833081,130.0899709,1,100,266.7584302,0,1721.673174,0,1967.526273,0,399.5328502,492,0.160057095,19.94471818,9.078774231,3414.213562,1000,1000,2414.213562,1414.213562,1414.213562,3414.213562,1000,1000,1.076282915,19.94471818,0.055481032,8.800712751,0,1,1
5406,472330,6934598,61.12336827,13.68026568,20.71191778,4472.135742,0,3162.277588,27459.06044,12041.59458,5830.951895,5385.164807,12165.52506,10770.32961,2000,3605.551275,6324.55532,14764.82306,4472.135955,4242.640687,0,49.93827782,118.470497,4,100,2363.371099,0,396.3383648,0,1104.91222,4,16.7573068,15,0.160094484,19,1.347842102,1414.213562,1414.213562,1414.213562,0,0,1414.213562,0,0,2414.213562,1.096308441,19,0.056882189,10.33157987,1,1,1
1213,495330,6984598,78.86855147,13.42528185,15.74204355,0,6403.124023,5000,17464.2492,2000,1414.213562,5385.164807,2236.067977,11000,1414.213562,0,3000,2236.067977,0,10816.65383,2236.067977,18.42933067,148.7417482,1,82,0,27,2045.944491,0,619.6237174,0,103.3575696,57,0.160694662,20,6.497724358,1000,0,0,2414.213562,2414.213562,2414.213562,3414.213562,1000,1000,1.049239047,20,0.045094913,8.042216993,1,0,1
3548,448330,6953598,114.9590605,14.80284531,27.46329749,8246.210938,13038.40527,2236.067871,29410.88234,24738.63375,15556.34919,5830.951895,26925.82404,29120.43956,19104.97317,3000,5830.951895,16278.8206,6082.76253,24698.17807,11313.7085,82.68440914,115.1766923,1,100,2748.212725,0,479.5665322,0,116.6464292,3,223.4422017,171,0.160722716,19,0,2414.213562,2414.213562,2414.213562,1000,1000,1000,0,0,0,1.090702069,19,0.06952233,7.99146365,0,1,1
1212,494330,6984598,178.3263502,14.28676241,15.57278968,1000,7000,4242.640625,17088.00749,3000,2000,6324.55532,3162.27766,11045.36102,2236.067977,0,3000,3162.27766,1000,11401.75425,3162.27766,22.12056006,152.0991818,5,91,0,8,2045.944491,0,619.6237174,1,103.3575696,75,0.16109611,20,6.867395241,1414.213562,0,0,1414.213562,1414.213562,1414.213562,2828.427125,0,0,1.039858477,20,0.040674327,9.06536711,1,0,1
7208,474330,6916598,250.0135304,15.40126443,19.80627225,8000,2000,7280.109863,45099.88914,26627.05391,23021.72887,23000,30000,28071.3377,1000,13038.40481,15620.49935,29154.75947,9433.981132,20880.61302,12206.55562,93.76187345,121,1,100,399.8280869,0,1879.646291,0,310.6481,0,7.347042481,11,0.161165882,18.02875105,0,1000,1000,1000,2414.213562,2414.213562,2414.213562,1000,1000,1000,1.034734462,18.02875105,0.051732565,7.284362344,0,1,0
4265,517330,6946598,140.3426308,13.60623274,22.01488499,1000,1000,2236.067871,25059.92817,3000,4000,5385.164807,2236.067977,17000,4472.135955,2000,3000,6082.76253,0,8485.281374,2000,68.3754156,139.585997,1,84,42.77689106,9,581.7947431,0,173.1653478,7,24.98254084,25,0.16174729,19.60340147,2.257023548,0,0,0,0,0,0,0,0,0,1.016698133,19.60340147,0.032546885,8.976131354,1,0,0
1289,497330,6983598,169.8721521,13.65128048,18.2117402,2236.067871,6324.555176,5830.95166,17492.85568,0,1000,4123.105626,0,10198.03903,0,0,1414.213562,0,0,8944.27191,0,28.64133608,140.4247212,8,100,40.43089137,0,1273.496257,0,2626.508914,0,1793.58575,789,0.161784449,20,18.72456453,2000,1000,1000,2000,1000,2000,4414.213562,3000,3000,0.981114853,20,0.059003763,9.220873292,1,0,0
1424,493330,6981598,52.42487228,13.71239307,19.98398017,0,6708.204102,1414.213623,13928.38828,1000,1000,8000,4472.135955,8246.211251,3605.551275,0,0,4472.135955,0,10000,2236.067977,34.22711958,144.5160073,2,67,8.52109645,35,735.5176842,0,620.6427908,0,465.0306505,114,0.162080053,20,7.376787016,1000,1000,0,4000,4000,1414.213562,1414.213562,1000,1000,1.004325071,20,0.040626785,7.658251081,0,0,1
3763,484330,6951598,77.37642688,13.62976212,20.51036443,4123.105469,10295.62988,3000,10049.87562,6000,1000,3605.551275,2236.067977,8944.27191,2828.427125,0,2236.067977,10440.30651,0,13000,2236.067977,29.5600597,137.4347194,1,100,702.5057809,0,3764.18683,0,584.7420223,12,340.9250857,30,0.1623947,20,3.090472214,4242.640687,1000,1000,6242.640687,4828.427125,4828.427125,5000,0,0,1.075186007,20,0.070109691,8.887144334,1,1,0
1428,497330,6981598,164.8538256,13.94725243,22.91780119,1000,8062.257813,5099.019531,15811.3883,1000,0,4000,2000,8246.211251,1000,0,1414.213562,2000,0,7211.102551,1000,19.14784303,135.6603558,3,100,1678.05843,0,2566.725513,0,3035.259876,0,1509.71937,815,0.162730837,20,11.58261605,2828.427125,1000,1000,2828.427125,2414.213562,2828.427125,5414.213562,3414.213562,3414.213562,1.032564359,20,0.040651882,9.916385524,0,0,0
2837,454330,6961598,292.9692492,14.36066725,22.61823812,4000,10198.03906,5830.95166,22022.71555,22803.5085,11180.33989,12529.96409,25000,27202.94102,11045.36102,4000,1000,20615.52813,4000,25806.9758,2000,78.11495977,117.0076289,1,100,994.0491112,0,839.3661034,0,1928.253945,0,26.12164507,62,0.163433635,19.57931253,0,1000,1000,1000,1000,1000,1000,3414.213562,3414.213562,3414.213562,1.139006924,19.57931253,0.050230177,10.15263792,1,1,1
1365,503330,6982598,131.8540274,13.13457203,17.03175168,2236.067871,2000,11180.33984,19924.85885,2000,1414.213562,1000,3162.27766,12041.59458,2236.067977,1000,1000,2000,1000,7280.109889,1000,0.119565945,148.0379597,1,100,1024.901514,0,784.8936192,2,7930.613979,0,131.901391,53,0.164250082,20,3.711614014,1414.213562,1414.213562,1414.213562,0,0,0,9071.067812,9000,9000,0.905367436,20,0.046682396,8.180055566,1,1,1
4030,472330,6948598,184.962068,13.98654184,19.15775576,5656.854492,12041.59473,7071.067871,13928.38828,1000,1000,2000,2828.427125,5000,0,0,0,14764.82306,0,8062.257748,1000,35.50227185,152.7924182,1,89,818.2051981,3,2236.004792,0,0,23,104.0418038,269,0.164336583,19,2.788650839,1000,1000,0,3414.213562,2828.427125,2828.427125,1000,1000,0,1.09769138,19,0.047720578,8.927096171,1,0,0
990,499330,6987598,263.8186988,13.72803287,19.58432054,4123.105469,2000,9899.495117,21954.4984,1000,2000,1414.213562,3605.551275,14560.21978,2000,0,0,3605.551275,1000,12165.52506,1000,39.22892089,124.7055888,1,100,265.11904,2,882.9499742,0,2849.87507,0,1199.030052,503,0.164784535,20,1.805570686,1414.213562,1000,0,1414.213562,1000,1000,3000,3000,3000,1.017445498,20,0.035177263,7.828333508,0,0,0
1426,495330,6981598,45.4116667,13.67459787,23.54353393,2000,8544.003906,3162.277588,14764.82306,1000,0,6000,2828.427125,8000,2236.067977,0,1000,2828.427125,0,8485.281374,2236.067977,16.69693822,136.2538125,2,100,120.3575376,1,2443.419071,0,1646.007455,0,976.9162056,622,0.165336499,20,12.30403064,3000,0,0,4828.427125,3828.427125,3414.213562,3414.213562,1414.213562,1414.213562,1.030515265,20,0.048382964,11.14835824,1,1,1
3861,490330,6950598,160.7201666,13.82709297,27.41886774,3000,7071.067871,2236.067871,8944.27191,0,1000,2828.427125,5000,5385.164807,1414.213562,0,0,5000,0,11045.36102,1000,16.94277397,137.1193764,2,88,565.3295406,4,1037.811851,0,1563.435181,0,1003.95522,368,0.165401252,20,9.600956897,1000,1000,0,2414.213562,2414.213562,2414.213562,5242.640687,1414.213562,1414.213562,1.054802574,20,0.108348978,8.526369414,0,0,0
1766,494330,6976598,230.9435936,13.75346159,23.89360114,2236.067871,8485.28125,1000,10000,2236.067977,0,7000,1000,3162.27766,0,0,3605.551275,0,1000,7071.067812,2236.067977,51.99175729,144.3494423,1,100,832.8407597,2,2333.274898,0,1121.475813,1,757.7294436,330,0.165689642,20,9.112092024,5000,0,0,8485.281374,2414.213562,4414.213562,5000,0,0,1.037041163,20,0.045865721,7.268673148,0,0,1
1290,498330,6983598,84.15617973,13.77052513,19.13471842,3162.277588,6082.762695,6708.204102,18027.75638,0,0,3162.27766,1000,10440.30651,0,0,1000,0,1000,8544.003745,0,8.583886191,140.4908823,3,87,40.43089137,5,333.9409245,8,4493.740096,0,1149.978773,159,0.16607291,20,7.885719601,1000,0,1000,1000,0,1000,4828.427125,4000,4000,1.044684489,20,0.06811337,9.415218529,1,1,1
1219,501330,6984598,225.932481,13.6762666,16.93372025,5000,4472.135742,9848.857422,20615.52813,1000,0,1000,4123.105626,12529.96409,1000,0,1000,0,0,9000,2000,17.47594812,148.0387853,3,100,293.2971768,0,962.6065495,0,6071.273648,0,1221.824355,590,0.166276032,20,13.85077229,2414.213562,1000,1000,2414.213562,1000,1000,6242.640687,6242.640687,6242.640687,1.073717274,20,0.031540103,8.187400213,0,1,0
1510,443330,6979598,51.29690057,15.03258844,17.87285248,3162.277588,4472.135742,1000,28071.3377,36687.87266,27202.94102,29000,32140.31736,7000,7000,3162.27766,4000,41231.05626,17262.6765,46872.16658,5099.019514,194.1184135,140.5029742,1,96,959.0778726,4,1806.072588,0,63.98098358,0,43.1795979,27,0.166379565,18.00226889,0,0,0,0,2000,2000,2000,1000,1000,1000,1.059841903,18.00226889,0.045722559,8.61389115,1,1,0
1144,501330,6985598,25.17865833,13.48415859,19.56745543,5385.165039,4472.135742,10295.62988,21400.93456,2000,1000,0,4472.135955,13416.40786,0,0,1414.213562,1000,0,10000,1000,18.00665735,128.6484933,2,96,293.2971768,8,962.6065495,7,4978.789898,0,1179.311114,426,0.167091174,20,12.1187928,2828.427125,0,0,2828.427125,0,0,5828.427125,5828.427125,5828.427125,1.03319436,20,0.046107829,10.03808673,1,0,0
194,492330,6998598,318.5375056,14.04017368,21.19594848,2000,3605.55127,6708.204102,18000,1000,3000,5000,4472.135955,25179.35662,2828.427125,0,3162.27766,2000,1000,24698.17807,2000,25.08169845,136.3557636,1,100,461.3173239,0,699.0955131,8,6219.696737,0,287.9100083,68,0.168218074,20,6.016659034,2828.427125,1000,1000,3828.427125,0,0,6828.427125,6828.427125,6828.427125,1.023371257,20,0.037422694,8.84888077,0,1,0
54,495330,7000598,72.96585802,13.51672166,21.96662786,3000,2236.067871,10000,21095.02311,0,0,2000,6082.76253,27000,0,0,0,0,0,25709.92026,0,13.95172522,129.4140177,1,100,677.0685611,0,1703.653356,0,9723.31733,0,1026.743171,463,0.16843563,20,12.87070783,2414.213562,1000,1000,3000,2000,1414.213562,10071.06781,10071.06781,10071.06781,1.051029944,20,0.028091094,8.770494461,1,1,1
4526,488330,6943598,284.967275,13.72522423,20.30221258,2000,5830.95166,2000,16155.49442,0,0,2236.067977,7000,12041.59458,4472.135955,0,0,5656.854249,0,5000,2000,59.66468313,138.9595969,1,100,1093.594535,0,1695.348116,0,207.0542895,0,1391.739688,815,0.168488832,19,7.927592252,1414.213562,1000,1000,2414.213562,1000,1000,2414.213562,1000,0,1.06107675,19,0.049695888,8.29087321,0,1,1
6199,465330,6926598,26.42368656,14.6114247,23.399143,8000,2236.067871,6708.204102,37000,21540.65923,15811.3883,15811.3883,21931.7122,21095.02311,8000,13601.47051,12041.59458,16155.49442,10000,13601.47051,2828.427125,55.44084044,123,2,100,2447.059116,0,96.22630704,0,2046.111155,0,8.280569295,12,0.16908396,19,0,1000,1000,1000,1000,1000,1000,2414.213562,2414.213562,2414.213562,1.092808998,19,0.058040267,9.989156439,0,1,1
1145,502330,6985598,183.2389579,13.92278565,17.66850434,5099.019531,4242.640625,11180.33984,22022.71555,2000,1000,1000,5385.164807,13892.44399,1000,0,2236.067977,1414.213562,0,10049.87562,1000,10.33311352,159.0690312,2,85,293.2971768,14,167.4373252,2,4978.789898,0,1454.187162,555,0.169111629,20,4.774949456,2414.213562,0,0,3000,0,0,6828.427125,6828.427125,6828.427125,1.030962409,20,0.034945051,9.174425396,0,0,1
1360,498330,6982598,34.65219981,13.48937187,21.46932386,2236.067871,7000,6324.555176,17204.65053,1000,1000,3000,1414.213562,9486.832981,0,0,2000,1000,0,7615.773106,0,9.787960169,123.9087505,6,100,1678.05843,0,2190.596464,0,4493.740096,0,1035.119803,218,0.169335048,20,17.49653501,1414.213562,1000,1414.213562,1414.213562,1000,1414.213562,5828.427125,4000,4000,1.017957016,20,0.053490454,8.989402397,1,0,0
1288,496330,6983598,146.2372202,13.01759104,18.95306687,1414.213623,6708.204102,5000,17000,1000,0,5000,1000,10049.87562,0,0,2236.067977,1000,0,9433.981132,1000,14.14521122,124.3509959,4,100,40.43089137,0,1273.496257,0,2626.508914,0,1352.887381,699,0.169831278,20,15.90283843,2414.213562,1000,1000,3000,2000,2414.213562,4000,2000,2000,1.039425283,20,0.049397601,7.143540682,1,1,1
3858,487330,6950598,99.66791017,13.43421372,18.38895121,5000,9433.981445,1414.213623,9848.857802,3000,0,4000,3162.27766,7071.067812,0,0,3000,8000,0,12000,1000,48.16178715,144.3015305,1,100,1215.213771,0,1109.797461,0,21.80679627,0,671.3114228,642,0.17001982,20,9.733253924,2000,1000,1000,5414.213562,2414.213562,2414.213562,4000,1000,1000,1.027536092,20,0.05080428,8.859273331,1,0,1
